,index,client_id,english,birth_last_year,apartment,nb_children,age,income,household_income,visit the store_last_year,premium_membership,credit_card,web_search,nb_web_search,membership_competitors,won_prize,required_financing,cash_transaction,nb_product_purchased,customer_since_when,volume_credit_card,prize_amount,volume_financing,volume_transaction,nb_electronics,interest_rate,GDP,education_cat,city_cat,job_title_cat,home_revenue_group,revenue_group,age_group
2483,12078,00872357,1,1,0,2.0,78.0,28000,28000,0,0,0,0.0,0.0,0,1,0,0,3,8.727272727272728,0.0,0.0,0.0,0.0,0,2.9899451313728487,0.13790537116416693,master_degree,Berkeley,professional,[60k and less],[60k and less],70+
2484,5543,00652536,0,0,1,0.0,62.0,71000,71000,0,0,0,0.0,0.0,1,0,0,1,1,7.2727272727272725,0.0,0.0,0.0,1460.0,1,2.873702128553389,0.684958313442146,undergradute,Berkeley,unemployed,"[60k, 100k]","[60k, 100k]","[60, 70]"
2485,19503,00962736,1,0,0,2.0,35.0,30000,102000,0,1,0,0.0,0.0,1,0,1,1,2,4.363636363636364,0.0,0.0,19222.826086956524,2070.0,0,3.1802398699357726,0.15749784219976443,high_school,Sacramento,blue collar,"[100k, 150k]",[60k and less],"[30, 40]"
2486,13990,00901254,1,0,0,0.0,46.0,43000,88000,0,0,0,0.0,0.0,1,0,1,1,2,13.090909090909092,0.0,0.0,243733.69565217392,290.0,0,2.5059292337398515,0.914797873356901,high_school,Oakland,blue collar,"[60k, 100k]",[60k and less],"[40, 50]"
2487,8719,00795782,1,1,1,1.0,81.0,26000,173000,0,0,1,0.0,0.0,0,0,0,1,1,8.0,12718.148148148148,1.3387524366471735,0.0,2850.0,1,2.8801828840877364,1.1183836165014278,undergradute,San Francisco,blue collar,"[150k, 200k]",[60k and less],70+
2488,4374,00553510,1,0,0,0.0,87.0,90000,90000,1,1,1,0.0,0.0,1,0,0,1,1,5.818181818181818,13859.62962962963,1.4589083820662767,0.0,1500.0,1,2.8328630693056676,1.28694080157675,doctorate_degree,Sonoma,blue collar,"[60k, 100k]","[60k, 100k]",70+
2489,16764,00935150,1,0,0,0.0,48.0,65000,179000,0,0,0,1.0,3.0,1,1,0,1,2,3.6363636363636362,0.0,0.0,0.0,1870.0,0,3.7627412878185735,1.4651741658623727,doctorate_degree,Sonoma,manager,"[150k, 200k]","[60k, 100k]","[40, 50]"
2490,323,00023688,1,0,1,0.0,56.0,42000,115000,0,0,0,1.0,45.0,1,1,0,1,2,2.181818181818182,0.0,0.0,0.0,2830.0,0,2.4115195105605425,1.3170212077504424,doctorate_degree,Oakland,blue collar,"[100k, 150k]",[60k and less],"[50, 60]"
2491,7245,00743183,1,0,1,1.0,28.0,51000,297000,0,0,0,0.0,0.0,1,1,0,0,1,4.363636363636364,0.0,0.0,0.0,0.0,1,2.494161105103693,-1.5030085719992523,master_degree,San Francisco,white collar,250k,"[60k, 100k]","[18, 30]"
2492,9733,00823649,1,0,1,0.0,39.0,43000,43000,0,0,0,0.0,0.0,1,1,0,1,2,3.6363636363636362,0.0,0.0,0.0,3760.0,0,2.410761328967262,1.7696752860525422,high_school,Sacramento,blue collar,[60k and less],[60k and less],"[30, 40]"
2493,15367,00919348,0,0,1,2.0,48.0,80000,89000,0,0,0,0.0,0.0,1,1,1,1,3,5.090909090909091,0.0,0.0,15163.043482173916,1050.0,0,2.374392579867981,0.9006221315909314,high_school,Sacramento,white collar,"[60k, 100k]","[60k, 100k]","[40, 50]"
2494,7485,00752941,1,0,0,0.0,66.0,95000,203000,0,0,0,0.0,0.0,0,1,0,1,2,9.454545454545455,0.0,0.0,0.0,1490.0,0,2.3896312091853225,0.9336487425249166,master_degree,San Francisco,professional,"[200k, 250k]","[60k, 100k]","[60, 70]"
2495,2122,00296577,1,1,0,2.0,68.0,55000,152000,0,0,0,0.0,0.0,0,1,1,1,3,8.727272727272728,0.0,0.0,29054.34782608696,2650.0,0,2.824616863848271,-0.36219056604122424,high_school,San Francisco,blue collar,"[150k, 200k]","[60k, 100k]","[60, 70]"
2496,3407,00454786,0,1,1,1.0,28.0,49000,49000,1,1,1,1.0,33.0,1,1,0,1,2,6.545454545454546,13374.074074074073,1.4077972709551656,0.0,1190.0,0,2.8020722283844752,1.9676326964108262,high_school,San Francisco,professional,[60k and less],[60k and less],"[18, 30]"
2497,7283,00744546,0,1,0,1.0,69.0,40000,186000,0,0,1,0.0,0.0,0,0,0,1,1,0.7272727272727273,18042.22222222222,1.8991812865497073,0.0,1880.0,1,3.19638715567387,1.4616937624186757,doctorate_degree,Sacramento,blue collar,"[150k, 200k]",[60k and less],"[60, 70]"
2498,12713,00882175,1,0,0,1.0,28.0,18000,80000,0,0,0,0.0,0.0,0,1,1,0,2,8.727272727272728,0.0,0.0,32038.043482173915,0.0,0,2.908292096274323,-0.16455978791425208,high_school,Oakland,professional,"[60k, 100k]",[60k and less],"[18, 30]"
2499,10280,00835842,0,0,0,0.0,28.0,69000,69000,1,0,0,0.0,0.0,0,0,0,1,1,8.0,0.0,0.0,0.0,800.0,1,2.79648570507089,1.8130796851274615,master_degree,San Francisco,manager,"[60k, 100k]","[60k, 100k]","[18, 30]"
2500,9366,00814298,1,0,0,0.0,48.0,53000,53000,0,0,0,0.0,0.0,0,1,0,1,2,1.4545454545454546,0.0,0.0,0.0,1190.0,0,3.0379880765531917,2.190998309196342,college,San Francisco,professional,"[60k, 100k]","[60k, 100k]","[40, 50]"
2501,14407,00906603,1,0,0,4.0,60.0,103000,247000,0,0,1,0.0,0.0,1,1,0,1,2,5.818181818181818,11585.185185185182,1.2194931773879139,0.0,2100.0,0,2.370369259640167,1.1077304024873935,college,Berkeley,manager,"[200k, 250k]","[100k, 150k]","[60, 70]"
2502,21360,00979419,1,0,0,0.0,32.0,36000,220000,0,0,0,0.0,0.0,1,0,0,1,1,0.0,0.0,0.0,0.0,3560.0,1,3.105685282725862,-0.6327589421993337,doctorate_degree,Berkeley,blue collar,"[200k, 250k]",[60k and less],"[30, 40]"
2503,5235,00630848,0,0,0,0.0,49.0,71000,184000,0,0,1,1.0,45.0,1,1,0,1,2,4.363636363636364,111047.4074074074,11.689200779727095,0.0,1490.0,0,2.913215212967772,-0.5338781725760212,high_school,Sacramento,blue collar,"[150k, 200k]","[60k, 100k]","[40, 50]"
2504,20447,00971912,1,0,0,0.0,27.0,54000,233000,0,1,0,1.0,42.0,1,0,0,1,1,6.545454545454546,0.0,0.0,0.0,1980.0,1,3.306410527454035,0.4938245553790035,high_school,Berkeley,manager,"[200k, 250k]","[60k, 100k]","[18, 30]"
2505,16848,00936048,1,0,0,0.0,60.0,63000,63000,0,1,1,0.0,0.0,0,0,1,1,2,10.181818181818182,15699.629629629628,1.6525925925925924,19565.217395217394,1360.0,0,2.8047770535243384,0.25754926926628957,high_school,San Francisco,unemployed,"[60k, 100k]","[60k, 100k]","[60, 70]"
2506,15733,00924086,0,0,0,0.0,40.0,82000,85000,0,1,0,0.0,0.0,1,1,0,1,3,8.727272727272728,0.0,0.0,0.0,3420.0,0,2.8129716213686833,0.2152202293682439,doctorate_degree,Redwood,manager,"[60k, 100k]","[60k, 100k]","[40, 50]"
2507,18508,00953461,1,0,0,0.0,79.0,39000,84000,0,0,0,0.0,0.0,1,0,1,1,2,17.454545454545457,0.0,0.0,25972.826086956527,2010.0,0,2.8758440652975286,0.14362940264394028,doctorate_degree,Oakland,blue collar,"[60k, 100k]",[60k and less],70+
2508,1951,00238902,0,0,0,0.0,61.0,89000,124000,0,0,0,0.0,0.0,0,1,0,1,2,7.2727272727272725,0.0,0.0,0.0,870.0,0,3.2028689073246634,1.7493207846139118,master_degree,Oakland,unemployed,"[100k, 150k]","[60k, 100k]","[60, 70]"
2509,1921,00233365,1,0,1,0.0,32.0,74000,74000,0,0,0,0.0,0.0,0,0,0,1,1,8.727272727272728,0.0,0.0,0.0,980.0,1,2.7509959571757454,0.6549254356846904,master_degree,Sacramento,manager,"[60k, 100k]","[60k, 100k]","[30, 40]"
2510,3876,00506857,1,0,1,2.0,68.0,57000,142000,0,1,0,1.0,6.0,0,0,0,1,1,15.272727272727273,0.0,0.0,0.0,2860.0,1,3.6858723885355626,0.8715896155649179,high_school,Sonoma,manager,"[100k, 150k]","[60k, 100k]","[60, 70]"
2511,8751,00796802,1,0,0,0.0,55.0,70000,70000,0,0,1,1.0,8.0,0,0,0,1,4,5.090909090909091,16142.592592592591,1.6992202729044832,0.0,2410.0,0,3.3183445842272876,0.7898104455798558,doctorate_degree,Sacramento,white collar,"[60k, 100k]","[60k, 100k]","[50, 60]"
2512,10020,00830009,1,0,0,3.0,43.0,37000,114000,0,0,0,0.0,0.0,0,0,0,1,1,8.0,0.0,0.0,0.0,2310.0,1,2.5221739106734207,-0.8787519005695155,master_degree,Sonoma,retired,"[100k, 150k]",[60k and less],"[40, 50]"
2513,13572,00895494,1,0,0,0.0,56.0,81000,81000,0,0,1,1.0,45.0,0,0,0,1,3,7.2727272727272725,18178.518518518515,1.913528265107212,0.0,2350.0,0,3.2180422853321082,0.34425101430944194,high_school,San Francisco,manager,"[60k, 100k]","[60k, 100k]","[50, 60]"
2514,3695,00487531,0,0,1,0.0,58.0,25000,112000,0,0,0,0.0,0.0,0,0,0,1,1,9.454545454545455,0.0,0.0,0.0,2060.0,1,2.4734196821946357,-0.8935777064675746,college,San Francisco,white collar,"[100k, 150k]",[60k and less],"[50, 60]"
2515,19455,00962024,1,0,1,0.0,29.0,43000,102000,0,0,0,0.0,0.0,1,0,1,1,2,8.0,0.0,0.0,25679.34782608696,100.0,0,2.3397291034268215,0.6012849547012655,high_school,Berkeley,white collar,"[100k, 150k]",[60k and less],"[18, 30]"
2516,16061,00927177,1,0,1,3.0,64.0,87000,148000,0,1,1,0.0,0.0,0,0,0,1,1,9.454545454545455,14029.999999999998,1.4768421052631577,0.0,3100.0,1,2.5487909327338834,-0.26075356120770043,doctorate_degree,Oakland,professional,"[100k, 150k]","[60k, 100k]","[60, 70]"
2517,2005,00287994,0,1,1,6.0,68.0,46000,46000,1,1,0,0.0,0.0,0,0,0,1,1,5.818181818181818,0.0,0.0,0.0,2150.0,1,2.938122133185006,-0.396387175567515,high_school,Berkeley,unemployed,[60k and less],[60k and less],"[60, 70]"
2518,15171,00917309,1,0,0,0.0,32.0,54000,247000,0,1,0,0.0,0.0,0,0,0,1,1,5.090909090909091,0.0,0.0,0.0,850.0,1,2.578797434396042,1.6816260113642891,doctorate_degree,Sonoma,blue collar,"[200k, 250k]","[60k, 100k]","[30, 40]"
2519,7430,00750513,1,0,1,0.0,66.0,49000,49000,1,1,0,0.0,0.0,0,0,0,1,3,5.818181818181818,0.0,0.0,0.0,3050.0,0,2.437823416640253,-1.3679878751519357,undergradute,Berkeley,professional,[60k and less],[60k and less],"[60, 70]"
2520,5542,00652346,1,1,0,4.0,59.0,75000,137000,0,0,1,0.0,0.0,0,0,0,1,1,5.090909090909091,13859.62962962963,1.4589083820662767,0.0,2290.0,1,2.3546397325861763,3.9341877715887597,college,San Francisco,manager,"[100k, 150k]","[60k, 100k]","[50, 60]"
2521,2232,00306242,0,0,0,0.0,75.0,78000,79000,0,0,1,0.0,0.0,0,0,1,1,2,10.90909090909091,8450.37037037037,0.8895126705653021,30228.26086956522,1210.0,0,2.6570993740401607,1.5788131285553662,master_degree,Sacramento,professional,"[60k, 100k]","[60k, 100k]",70+
2522,8594,00791938,0,0,0,0.0,26.0,48000,192000,0,1,1,0.0,0.0,0,0,0,1,1,8.0,15801.85185185185,1.6633528265107211,0.0,100.0,1,2.7907093372756435,0.3700549753709173,doctorate_degree,Sonoma,manager,"[150k, 200k]",[60k and less],"[18, 30]"
2523,19292,00960582,1,0,1,0.0,66.0,93000,181000,0,0,1,0.0,0.0,1,1,0,1,2,6.545454545454546,15333.333333333332,1.6140350877192982,0.0,2210.0,0,3.3456655678688643,0.9104976176047055,high_school,San Francisco,manager,"[150k, 200k]","[60k, 100k]","[60, 70]"
2524,2927,00400753,1,0,1,2.0,61.0,73000,73000,0,0,0,1.0,13.0,1,1,0,1,2,5.090909090909091,0.0,0.0,0.0,100.0,0,2.384711563481821,1.3829494935675126,high_school,San Francisco,professional,"[60k, 100k]","[60k, 100k]","[60, 70]"
2525,10620,00842914,0,0,1,0.0,52.0,67000,168000,0,1,0,0.0,0.0,0,0,0,1,2,9.454545454545455,0.0,0.0,0.0,3010.0,0,2.6675740546803133,0.4799890337105207,master_degree,San Francisco,manager,"[150k, 200k]","[60k, 100k]","[50, 60]"
2526,6138,00689867,1,0,1,5.0,72.0,63000,134000,0,0,0,0.0,0.0,0,0,1,1,2,5.818181818181818,0.0,0.0,24016.30434391305,1060.0,0,2.6771881490609393,-0.9661048719185712,doctorate_degree,San Francisco,white collar,"[100k, 150k]","[60k, 100k]",70+
2527,15726,00923979,1,0,0,0.0,68.0,56000,141000,0,1,1,0.0,0.0,0,1,0,1,3,6.545454545454546,20112.22222222222,2.1170760233918124,0.0,2040.0,0,3.037745717190659,1.166804164755956,undergradute,Oakland,professional,"[100k, 150k]","[60k, 100k]","[60, 70]"
2528,18042,00948458,0,0,0,0.0,31.0,74000,182000,0,1,0,1.0,3.0,0,0,0,1,1,5.090909090909091,0.0,0.0,0.0,1840.0,1,2.6748480693477723,0.46002045653127743,master_degree,Redwood,white collar,"[150k, 200k]","[60k, 100k]","[30, 40]"
2529,19423,00961742,1,0,0,0.0,37.0,26000,26000,0,0,1,1.0,45.0,0,0,0,1,1,14.545454545454545,22020.370370370365,2.3179337231968806,0.0,2640.0,1,2.4835922264852597,-0.3862283156675368,master_degree,Sonoma,manager,[60k and less],[60k and less],"[30, 40]"
2530,1797,00160531,1,1,0,5.0,35.0,47000,47000,0,0,0,0.0,0.0,1,1,0,1,2,8.727272727272728,0.0,0.0,0.0,1970.0,0,2.6686663161622826,1.5271077689018209,doctorate_degree,Sacramento,manager,[60k and less],[60k and less],"[30, 40]"
2531,643,00048244,1,0,1,0.0,41.0,87000,217000,0,0,0,1.0,36.0,1,1,1,1,3,4.363636363636364,0.0,0.0,18733.695648260873,2070.0,0,2.406674183840918,-1.1519954413879283,high_school,Berkeley,retired,"[200k, 250k]","[60k, 100k]","[40, 50]"
2532,13364,00892076,1,1,0,3.0,58.0,66000,276000,0,0,0,1.0,11.0,0,0,1,1,4,12.363636363636363,0.0,0.0,26951.086952608697,3390.0,0,2.645137871689399,0.13324564015771667,high_school,Sacramento,professional,250k,"[60k, 100k]","[50, 60]"
2533,5425,00645184,0,0,0,0.0,39.0,49000,232000,0,1,1,0.0,0.0,0,0,1,1,2,2.181818181818182,13331.48148148148,1.4033138401559453,21570.652173913044,990.0,0,2.712779081580853,0.27753733866451497,master_degree,Sacramento,professional,"[200k, 250k]",[60k and less],"[30, 40]"
2534,14495,00907721,1,0,0,1.0,49.0,77000,77000,0,1,1,0.0,0.0,0,0,0,1,1,6.545454545454546,19243.33333333333,2.025614035087719,0.0,2670.0,1,2.751311134947043,-1.2286051198472498,doctorate_degree,Oakland,blue collar,"[60k, 100k]","[60k, 100k]","[40, 50]"
2535,12437,00877890,0,1,1,5.0,41.0,64000,123000,0,0,1,1.0,42.0,1,0,0,1,1,2.909090909090909,20759.629629629624,2.1852241715399603,0.0,2430.0,1,3.35617426792033,-0.28327564617957096,doctorate_degree,Oakland,retired,"[100k, 150k]","[60k, 100k]","[40, 50]"
2536,696,00052062,1,0,1,2.0,24.0,83000,158000,1,0,0,1.0,45.0,1,1,0,0,1,9.454545454545455,0.0,0.0,0.0,0.0,1,3.235453783999842,0.5729875778993897,master_degree,Sacramento,manager,"[150k, 200k]","[60k, 100k]","[18, 30]"
2537,17940,00947506,0,0,0,0.0,28.0,58000,279000,0,1,1,0.0,0.0,1,0,1,1,2,13.818181818181818,18459.629629629624,1.9431189083820657,35364.13043478261,2580.0,0,2.6979759341482765,0.789162177297017,high_school,San Francisco,unemployed,250k,"[60k, 100k]","[18, 30]"
2538,8205,00778500,1,0,0,0.0,49.0,44000,86000,0,0,1,0.0,0.0,0,1,0,1,2,10.90909090909091,17514.07407407407,1.8435867446393757,0.0,4370.0,0,2.4093019332293446,1.2051412451583652,undergradute,San Francisco,white collar,"[60k, 100k]",[60k and less],"[40, 50]"
2539,5097,00618087,0,1,1,1.0,48.0,57000,182000,1,0,0,0.0,0.0,0,1,0,1,2,8.0,0.0,0.0,0.0,1610.0,0,3.307591468723694,1.496033667264879,undergradute,Berkeley,manager,"[150k, 200k]","[60k, 100k]","[40, 50]"
2540,4131,00529549,0,0,1,0.0,55.0,73000,112000,0,0,1,1.0,8.0,0,1,0,1,2,7.2727272727272725,10827.037037037035,1.1396881091617932,0.0,1440.0,0,3.1612586781106033,2.7294591351438418,master_degree,San Francisco,blue collar,"[100k, 150k]","[60k, 100k]","[50, 60]"
2541,5351,00640068,0,1,0,4.0,48.0,84000,250000,0,0,1,0.0,0.0,1,1,0,1,2,6.545454545454546,14677.407407407407,1.544990253411306,0.0,2070.0,0,2.732283135121759,0.11608464060237622,master_degree,San Francisco,retired,250k,"[60k, 100k]","[40, 50]"
2542,6347,00701306,0,0,1,2.0,25.0,51000,137000,0,1,0,0.0,0.0,1,1,1,1,3,7.2727272727272725,0.0,0.0,22548.913039565225,1060.0,0,2.6114043416598722,-0.8030721956592788,doctorate_degree,Sacramento,professional,"[100k, 150k]","[60k, 100k]","[18, 30]"
2543,12916,00885457,0,0,0,0.0,66.0,67000,244000,0,1,1,0.0,0.0,0,0,0,1,1,10.90909090909091,18314.81481481481,1.9278752436647169,0.0,1230.0,1,3.3023620190344154,2.1105446147024143,master_degree,San Francisco,blue collar,"[200k, 250k]","[60k, 100k]","[60, 70]"
2544,300,00022412,0,0,0,1.0,73.0,95000,251000,0,0,0,1.0,20.0,0,1,0,1,2,10.181818181818182,0.0,0.0,0.0,1730.0,0,2.6203120022067723,0.45814876448570163,undergradute,Berkeley,unemployed,250k,"[60k, 100k]",70+
2545,9008,00804557,1,0,0,0.0,49.0,52000,52000,0,1,1,1.0,34.0,1,0,0,1,4,8.727272727272728,16875.185185185182,1.7763352826510719,0.0,3000.0,0,2.7676161004609936,0.24043977646387668,undergradute,Redwood,manager,"[60k, 100k]","[60k, 100k]","[40, 50]"
2546,21224,00978491,1,0,0,0.0,58.0,94000,94000,0,0,0,0.0,0.0,1,1,0,1,2,10.181818181818182,0.0,0.0,0.0,860.0,0,2.701453212760015,1.0722831568092832,doctorate_degree,Redwood,manager,"[60k, 100k]","[60k, 100k]","[50, 60]"
2547,18025,00948165,0,0,0,1.0,49.0,36000,89000,0,0,1,1.0,40.0,0,1,0,1,2,10.90909090909091,16500.37037037037,1.7368810916179336,0.0,940.0,0,2.962595661349086,-0.185452326095369,doctorate_degree,Berkeley,blue collar,"[60k, 100k]",[60k and less],"[40, 50]"
2548,12411,00877553,0,0,0,0.0,39.0,46000,89000,0,0,0,1.0,35.0,0,0,1,1,2,14.545454545454545,0.0,0.0,29445.652170000005,790.0,0,2.68378909984537,-0.03893387669933113,high_school,Sonoma,blue collar,"[60k, 100k]",[60k and less],"[30, 40]"
2549,18838,00956506,0,0,1,0.0,66.0,75000,75000,0,0,0,0.0,0.0,0,0,0,1,1,8.0,0.0,0.0,0.0,2540.0,1,2.451096793976229,-0.9716496984581897,high_school,Sonoma,unemployed,"[60k, 100k]","[60k, 100k]","[60, 70]"
2550,14274,00905007,1,1,1,1.0,49.0,32000,199000,0,0,0,0.0,0.0,0,0,0,1,2,9.454545454545455,0.0,0.0,0.0,3830.0,0,2.9728262652845756,0.49440990130111184,doctorate_degree,Sacramento,manager,"[150k, 200k]",[60k and less],"[40, 50]"
2551,16725,00934767,1,1,1,2.0,54.0,46000,46000,0,0,1,1.0,26.0,0,0,0,1,1,10.181818181818182,21619.999999999996,2.27578947368421,0.0,2450.0,1,3.040551157750866,-0.912419253418796,high_school,San Francisco,blue collar,[60k and less],[60k and less],"[50, 60]"
2552,18157,00949747,0,0,1,0.0,35.0,66000,86000,0,0,1,1.0,33.0,0,0,0,1,1,10.181818181818182,19524.44444444444,2.0552046783625726,0.0,1940.0,1,3.0525337796753638,0.7217452100052109,high_school,San Francisco,professional,"[60k, 100k]","[60k, 100k]","[30, 40]"
2553,19424,00961736,1,0,0,1.0,47.0,60000,60000,1,0,1,1.0,45.0,0,1,1,1,3,12.363636363636363,18962.22222222222,1.9960233918128651,27831.521735217397,2170.0,0,2.6951129295997687,0.21489749756828253,high_school,Sacramento,manager,"[60k, 100k]","[60k, 100k]","[40, 50]"
2554,368,00027797,0,0,0,0.0,53.0,49000,125000,0,1,0,0.0,0.0,0,1,0,1,2,12.363636363636363,0.0,0.0,0.0,2040.0,0,4.5291650578196005,-2.5475791424439627,high_school,Oakland,professional,"[100k, 150k]",[60k and less],"[50, 60]"
2555,17240,00939995,0,0,0,0.0,49.0,84000,84000,0,0,1,0.0,0.0,1,0,0,1,1,3.6363636363636362,18842.96296296296,1.9834697855750485,0.0,1160.0,1,2.3652784974508343,-0.2398573907321605,college,Sacramento,blue collar,"[60k, 100k]","[60k, 100k]","[40, 50]"
2556,21018,00977204,0,0,0,2.0,30.0,76000,199000,0,0,0,0.0,0.0,0,1,1,1,3,8.0,0.0,0.0,25190.21738739131,1100.0,0,2.6234766631655875,0.7479623256887077,master_degree,Oakland,manager,"[150k, 200k]","[60k, 100k]","[30, 40]"
2557,2365,00324914,1,0,0,2.0,55.0,68000,377000,0,0,0,0.0,0.0,0,0,0,1,1,5.090909090909091,0.0,0.0,0.0,3060.0,1,3.0508826159068403,0.658609533851184,undergradute,Sonoma,blue collar,250k,"[60k, 100k]","[50, 60]"
2558,3387,00452301,0,0,0,2.0,26.0,76000,114000,1,0,1,0.0,0.0,0,0,0,1,2,13.090909090909092,16347.037037037036,1.7207407407407407,0.0,2630.0,0,2.3141004789198663,-0.8234779093661144,high_school,Oakland,blue collar,"[100k, 150k]","[60k, 100k]","[18, 30]"
2559,10283,00835900,1,0,0,0.0,58.0,32000,32000,0,1,0,1.0,45.0,0,0,1,1,2,4.363636363636364,0.0,0.0,33260.86956130435,620.0,0,2.820188451510557,0.6358090978339461,college,San Francisco,retired,[60k and less],[60k and less],"[50, 60]"
2560,14659,00909902,1,0,0,3.0,49.0,60000,60000,0,1,1,0.0,0.0,1,0,1,1,2,0.7272727272727273,16772.962962962964,1.7655750487329436,18146.73912652174,2060.0,0,2.475688607916014,1.6206355366187741,high_school,San Francisco,manager,"[60k, 100k]","[60k, 100k]","[40, 50]"
2561,6122,00688828,1,0,1,1.0,45.0,77000,180000,0,0,0,1.0,45.0,1,0,1,1,2,10.181818181818182,0.0,0.0,24701.086960434783,3070.0,0,2.8730748180955192,0.6459219459809475,doctorate_degree,Berkeley,manager,"[150k, 200k]","[60k, 100k]","[40, 50]"
2562,12734,00882644,1,0,0,0.0,43.0,33000,179000,0,0,0,1.0,3.0,0,0,1,1,2,2.181818181818182,0.0,0.0,26021.73913434783,2770.0,0,3.2324019454910897,0.3559328263274736,master_degree,Oakland,unemployed,"[150k, 200k]",[60k and less],"[40, 50]"
2563,21452,00980077,1,0,0,0.0,45.0,41000,41000,0,0,0,0.0,0.0,0,0,0,1,1,8.727272727272728,0.0,0.0,0.0,3910.0,1,2.568059206050163,0.37285730595668026,undergradute,Berkeley,manager,[60k and less],[60k and less],"[40, 50]"
2564,15992,00926557,0,0,1,1.0,53.0,68000,134000,0,1,1,0.0,0.0,0,0,0,1,1,2.909090909090909,20214.44444444444,2.127836257309941,0.0,2400.0,1,3.3904135654847396,-1.4459846379721808,high_school,Oakland,blue collar,"[100k, 150k]","[60k, 100k]","[50, 60]"
2565,22771,00992329,1,0,0,0.0,76.0,68000,68000,1,1,0,0.0,0.0,0,1,0,1,2,8.0,0.0,0.0,0.0,1720.0,0,2.8896634242659296,1.546181823822705,undergradute,San Francisco,professional,"[60k, 100k]","[60k, 100k]",70+
2566,21628,00981510,1,0,0,4.0,84.0,73000,74000,0,0,0,0.0,0.0,0,0,0,1,2,2.181818181818182,0.0,0.0,0.0,2410.0,0,2.666321891270056,1.1400958233598797,doctorate_degree,Oakland,professional,"[60k, 100k]","[60k, 100k]",70+
2567,7160,00739296,1,0,1,0.0,35.0,69000,302000,0,0,0,1.0,45.0,0,0,0,1,1,9.454545454545455,0.0,0.0,0.0,2920.0,1,2.8023398998027362,-0.24272239577257154,high_school,San Francisco,retired,250k,"[60k, 100k]","[30, 40]"
2568,15231,00918041,1,0,1,0.0,25.0,68000,118000,0,0,0,0.0,0.0,0,0,0,1,1,9.454545454545455,0.0,0.0,0.0,1270.0,1,3.6296538754986623,1.9276058965735245,undergradute,Oakland,professional,"[100k, 150k]","[60k, 100k]","[18, 30]"
2569,5469,00648520,1,0,0,0.0,34.0,10000,51000,0,0,0,0.0,0.0,0,0,0,1,1,8.727272727272728,0.0,0.0,0.0,100.0,1,2.939770407225252,1.7052947439567654,undergradute,San Francisco,professional,"[60k, 100k]",[60k and less],"[30, 40]"
2570,10911,00849969,1,0,1,0.0,79.0,33000,154000,0,0,0,0.0,0.0,0,0,1,1,2,0.0,0.0,0.0,33652.173916956526,1720.0,0,3.228770523359307,0.3496622070387884,master_degree,Oakland,manager,"[150k, 200k]",[60k and less],70+
2571,4795,00592317,1,0,0,0.0,51.0,70000,70000,0,1,0,0.0,0.0,1,1,0,1,2,0.7272727272727273,0.0,0.0,0.0,2210.0,0,2.6468225740547946,1.6538376247878765,college,Berkeley,manager,"[60k, 100k]","[60k, 100k]","[50, 60]"
2572,222,00016784,1,0,0,2.0,34.0,58000,58000,0,1,0,0.0,0.0,0,0,0,1,1,4.363636363636364,0.0,0.0,0.0,2600.0,1,2.4788517144688,1.1095816006396948,high_school,Berkeley,white collar,"[60k, 100k]","[60k, 100k]","[30, 40]"
2573,3607,00478008,1,0,0,0.0,69.0,40000,162000,0,0,1,1.0,12.0,1,1,0,1,2,11.636363636363637,12965.185185185184,1.364756335282651,0.0,2090.0,0,3.0484546963999697,0.0839491172760093,master_degree,San Francisco,unemployed,"[150k, 200k]",[60k and less],"[60, 70]"
2574,19722,00964907,0,0,0,5.0,50.0,56000,123000,0,0,0,0.0,0.0,0,1,0,0,1,5.090909090909091,0.0,0.0,0.0,0.0,1,2.8398112242578986,0.4091903460957357,undergradute,San Francisco,blue collar,"[100k, 150k]","[60k, 100k]","[50, 60]"
2575,2169,00299433,1,0,0,0.0,68.0,74000,134000,0,1,1,0.0,0.0,0,0,0,1,1,10.181818181818182,17250.0,1.8157894736842106,0.0,830.0,1,2.466914612569803,0.8657581043400292,doctorate_degree,Sacramento,manager,"[100k, 150k]","[60k, 100k]","[60, 70]"
2576,6358,00701992,1,0,0,0.0,69.0,61000,151000,0,1,1,0.0,0.0,1,0,0,1,1,4.363636363636364,12786.296296296296,1.3459259259259257,0.0,2110.0,1,2.5752419720834765,0.12201662741312636,high_school,Redwood,professional,"[150k, 200k]","[60k, 100k]","[60, 70]"
2577,8645,00793487,0,0,1,2.0,72.0,83000,83000,0,0,1,0.0,0.0,0,1,0,1,2,10.90909090909091,19226.296296296292,2.023820662768031,0.0,3700.0,0,2.7828518048410973,0.7054242968580884,college,San Francisco,professional,"[60k, 100k]","[60k, 100k]",70+
2578,20645,00973907,0,0,0,0.0,65.0,76000,127000,0,1,1,1.0,45.0,1,1,0,0,1,12.363636363636363,12104.814814814812,1.2741910331384012,0.0,0.0,1,3.341934750468463,-1.8069542444437408,master_degree,Redwood,manager,"[100k, 150k]","[60k, 100k]","[60, 70]"
2579,19133,00959297,0,0,0,0.0,47.0,60000,134000,1,0,0,1.0,8.0,1,0,1,1,3,8.0,0.0,0.0,24211.956521739132,2210.0,0,2.4414591415871607,1.1075824914200216,master_degree,San Francisco,white collar,"[100k, 150k]","[60k, 100k]","[40, 50]"
